IDADE,SEXO,ESCOLARIDADE,P1_1,P1_2,P1_3,P2_1,P2_2,P2_3,P2_4,P2_5,P2_6,P2_7,P2_8,P3A,P3B,P3C,P3D,P3E,P3F,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_9,P4_10,P5_1,P5_2,P5_3,P5_4,P6A,P6B,P6C,P6D,P6E,RACA_COR,RELIGIÃO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA,id_respondente
45.0,FEM,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Hospitais e postos de saúde,Espaços públicos,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUL,INTERIOR,DE 100.001 A 500.000,186672767.0,2023-07-03,Face a face,1584
45.0,FEM,4ª série (ou 5º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Discorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,Branca,Evangélica - Não sabe especificar,ATÉ 1,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,186672768.0,2023-07-03,Face a face,1585
60.0,FEM,8ª série (ou 9º ano),Transporte público,"Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Concorda em parte,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Branca,Evangélica - Não sabe especificar,ATÉ 1,ATÉ 1,SUL,INTERIOR,DE 100.001 A 500.000,186672769.0,2023-07-03,Face a face,1586
44.0,FEM,8ª série (ou 9º ano),"Rua e espaços públicos de convivência como parques, praças, etc.",Transporte público,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Bares e restaurantes,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Branca,Evangélica - Não sabe especificar,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,186672771.0,2023-07-03,Face a face,1587
24.0,MAS,8ª série (ou 9º ano),"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Rua e espaços públicos de convivência como parques, praças, etc.",Ambiente familiar,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Discorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,186672772.0,2023-07-03,Face a face,1588
33.0,MAS,Superior completo,Não sabe/ Não respondeu,,,Não respondeu,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Concorda totalmente,Branca,Batista/ Metodista/ Presbiteriana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,186672773.0,2023-07-03,Face a face,1589
58.0,FEM,7ª série (ou 8º ano),Ambiente familiar,"Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Parda,Outras Evangélicas específicas,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,CENTRO OESTE,CAPITAL,MAIS DE 500.000,186672887.0,2023-07-03,Face a face,1590
46.0,MAS,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Escolas/faculdades e universidades,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Branca,"Ateu, não tem religião",MAIS DE 5 A 10,MAIS DE 5 A 10,SUL,INTERIOR,DE 100.001 A 500.000,186672940.0,2023-07-03,Face a face,1591
28.0,FEM,3ª série,Transporte público,"Rua e espaços públicos de convivência como parques, praças, etc.","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Espaços públicos,Shoppings e comércios,,,,,,,Não,Não,Não,Não,Sim,Não se aplica,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda totalmente,Parda,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,186672941.0,2023-07-03,Face a face,1592
28.0,FEM,3ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Discorda totalmente,Concorda totalmente,Discorda em parte,Discorda em parte,Concorda totalmente,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 20.001 A 50.000,186673103.0,2023-07-03,Face a face,1593
51.0,FEM,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Escolas/faculdades e universidades,"Rua e espaços públicos de convivência como parques, praças, etc.",Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Discorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Parda,Adventista,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 20.001 A 50.000,186673104.0,2023-07-03,Face a face,1594
82.0,MAS,Analfabeto,Não sabe/ Não respondeu,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não sabe/ Não respondeu,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 20.001 A 50.000,186673105.0,2023-07-03,Face a face,1595
24.0,FEM,3ª série,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda totalmente,Discorda em parte,Concorda em parte,Discorda em parte,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,186673261.0,2023-07-03,Face a face,1596
28.0,MAS,1ª série,"Rua e espaços públicos de convivência como parques, praças, etc.","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Hospitais e postos de saúde,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Parda,Assembléia de Deus,MAIS DE 1 A 2,MAIS DE 1 A 2,NORTE,INTERIOR,DE 20.001 A 50.000,186673403.0,2023-07-03,Face a face,1597
54.0,MAS,3ª série (ou 4º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,186690717.0,2023-07-04,Face a face,1598
45.0,MAS,Superior completo,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Parda,"Ateu, não tem religião",ATÉ 1,ATÉ 1,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,186691312.0,2023-07-04,Face a face,1599
34.0,FEM,7ª série (ou 8º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,,Concorda em parte,Concorda totalmente,Não sabe/ Não respondeu,Discorda totalmente,Concorda em parte,Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 20.001 A 50.000,186691620.0,2023-07-04,Face a face,1600
66.0,MAS,5ª série (ou 6º ano),Não existe diferença no tratamento entre pessoas negras e brancas,,,Não respondeu,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,PERIFERIA,DE 100.001 A 500.000,186692091.0,2023-07-03,Face a face,1601
51.0,FEM,3ª série,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",,Shoppings e comércios,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais favelas/barracos/áreas ocupadas,,,,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,Concorda em parte,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 5 A 10,SUDESTE,PERIFERIA,DE 100.001 A 500.000,186692092.0,2023-07-03,Face a face,1602
74.0,MAS,8ª série (ou 9º ano),Escolas/faculdades e universidades,,,Não respondeu,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda em parte,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,PERIFERIA,DE 100.001 A 500.000,186692093.0,2023-07-03,Face a face,1603
46.0,FEM,4ª série (ou 5º ano),"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Escolas/faculdades e universidades,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Banheiros públicos e de estabelecimentos privados,,,,,,,,Não,Não,Sim,Não,Sim,Sim,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,186692098.0,2023-07-04,Face a face,1604
35.0,MAS,3ª série,"Rua e espaços públicos de convivência como parques, praças, etc.","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Transporte público,Espaços públicos,Trabalho,Transporte público,Shoppings e comércios,,,,,,,,,,,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,Concorda em parte,Concorda em parte,Concorda em parte,Discorda em parte,Concorda em parte,Parda,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,186692489.0,2023-07-04,Face a face,1605
25.0,FEM,Superior completo,Não existe diferença no tratamento entre pessoas negras e brancas,,,Escola/Faculdade,No ambiente familiar,,,,,,,Não,Não,Não,Não,Não,Não,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",Trabalhar como babá/ cuidar de crianças,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,186692490.0,2023-07-04,Face a face,1606
27.0,MAS,Superior incompleto,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Espaços públicos,Transporte público,Shoppings e comércios,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda totalmente,Concorda em parte,"Não concorda, nem discorda",Concorda em parte,Branca,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,186692491.0,2023-07-04,Face a face,1607
49.0,MAS,3ª série,"Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,Transporte público,Espaços públicos,Trabalho,Escola/Faculdade,No ambiente familiar,Transporte público,Shoppings e comércios,Bares e restaurantes,Banheiros públicos e de estabelecimentos privados,,,,,,,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)",,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Amarela,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,186693217.0,2023-07-04,Face a face,1608
24.0,MAS,3ª série,"Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Escolas/faculdades e universidades,Espaços públicos,Trabalho,Escola/Faculdade,No ambiente familiar,Shoppings e comércios,Bares e restaurantes,Banheiros públicos e de estabelecimentos privados,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,186693236.0,2023-07-04,Face a face,1609
26.0,FEM,Superior completo,Transporte público,"Rua e espaços públicos de convivência como parques, praças, etc.",Escolas/faculdades e universidades,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Sim,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda em parte,Concorda em parte,Discorda totalmente,Concorda em parte,Concorda em parte,Branca,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,186693237.0,2023-07-04,Face a face,1610
18.0,MAS,2ª série,Não sabe/ Não respondeu,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Parda,Evangelho Quadrangular,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORTE,CAPITAL,DE 100.001 A 500.000,186694186.0,2023-07-04,Face a face,1611
49.0,MAS,3ª série,Não sabe/ Não respondeu,,,Trabalho,Escola/Faculdade,,,,,,,,,,,,,"Produzir alimentos em casa para vender (bolos, pães, doces, refeições, etc.)",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,186694718.0,2023-07-04,Face a face,1612
60.0,FEM,Analfabeto,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda em parte,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,Branca,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,186696291.0,2023-07-04,Face a face,1613
68.0,MAS,Superior completo,Não existe diferença no tratamento entre pessoas negras e brancas,,,Espaços públicos,,,,,,,,,,,,,,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Branca,Espírita/ Kardecista,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,186697910.0,2023-07-04,Face a face,1614
65.0,MAS,2ª série,"Rua e espaços públicos de convivência como parques, praças, etc.","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Escolas/faculdades e universidades,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda totalmente,Concorda em parte,Concorda em parte,Discorda em parte,Concorda em parte,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,186698015.0,2023-07-04,Face a face,1615
24.0,FEM,Superior incompleto,Transporte público,"Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Indígena,Evangélica - Não sabe especificar,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORTE,CAPITAL,DE 100.001 A 500.000,186698547.0,2023-07-04,Face a face,1616
24.0,FEM,Superior incompleto,"Rua e espaços públicos de convivência como parques, praças, etc.","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Escolas/faculdades e universidades,Espaços públicos,Trabalho,Escola/Faculdade,No ambiente familiar,Bares e restaurantes,,,,Não,Sim,Sim,Sim,Sim,Sim,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Branca,"Ateu, não tem religião",ATÉ 1,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,186698845.0,2023-07-04,Face a face,1617
27.0,FEM,Superior incompleto,Escolas/faculdades e universidades,Transporte público,"Local onde mora (rua, vila, condomínio, etc.)",Espaços públicos,Escola/Faculdade,Transporte público,Bares e restaurantes,,,,,Não,Não,Não,Não,Não,Não,Trabalhar como babá/ cuidar de crianças,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda totalmente,Parda,"Afro-Brasileiras (Umbanda, Candomblé, etc)",ATÉ 1,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,186698846.0,2023-07-04,Face a face,1618
57.0,MAS,3ª série,"Rua e espaços públicos de convivência como parques, praças, etc.",Hospitais e postos de saúde,"Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Espaços públicos,Transporte público,Bares e restaurantes,Banheiros públicos e de estabelecimentos privados,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,186698847.0,2023-07-04,Face a face,1619
19.0,FEM,Superior incompleto,Escolas/faculdades e universidades,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Sim,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,Branca,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,186699090.0,2023-07-04,Face a face,1620
39.0,FEM,Superior completo,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Rua e espaços públicos de convivência como parques, praças, etc.",,Trabalho,,,,,,,,Não,Não,Sim,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto mais pessoas trabalhando nos semáforos/ruas,,,,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,186699193.0,2023-07-04,Face a face,1621
35.0,MAS,4ª série (ou 5º ano),"Rua e espaços públicos de convivência como parques, praças, etc.","Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",Escolas/faculdades e universidades,Espaços públicos,Trabalho,Escola/Faculdade,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua,,,,Discorda em parte,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Branca,Evangélica - Não sabe especificar,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,186699442.0,2023-07-04,Face a face,1622
61.0,MAS,3ª série,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)",,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,,,,,,,Não precisou fazer atividade extra,,,,,,,,,,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos,,,,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda em parte,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,186699726.0,2023-07-04,Face a face,1623
32.0,FEM,Superior completo,"Shoppings e estabelecimentos comerciais (lojas, cinemas, restaurantes, bares, mercados e supermercados, farmácias)","Trabalho (no processo de seleção, no dia a dia, na promoção profissional)",Escolas/faculdades e universidades,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda em parte,Concorda totalmente,Discorda em parte,Concorda totalmente,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,INTERIOR,DE 100.001 A 500.000,186699752.0,2023-07-04,Face a face,1624
40.0,FEM,Superior completo,Não existe diferença no tratamento entre pessoas negras e brancas,,,Não sofri/ não vi alguém sofrer alguma situação de preconceito,,,,,,,,Não,Não,Não,Não,Não,Não,Não precisou fazer atividade extra,,,,,,,,,,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade,,,,Concorda em parte,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda em parte,Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 5 A 10,SUL,INTERIOR,DE 100.001 A 500.000,186699753.0,2023-07-04,Face a face,1625
